RED;NIVEL;IPRESS;MES;AÑO;INDICADOR;SUB INDICADOR;NUMERADOR;DENOMINADOR
DIRES ANCASH;DIRESA;DIRES ANCASH;JUNIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;555;85
DIRES ANCASH;DIRESA;DIRES ANCASH;JULIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;569;88
DIRES ANCASH;DIRESA;DIRES ANCASH;AGOSTO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;592;82
DIRES ANCASH;DIRESA;DIRES ANCASH;SETIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;674;77
DIRES ANCASH;DIRESA;DIRES ANCASH;OCTUBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;779;61
DIRES ANCASH;DIRESA;DIRES ANCASH;NOVIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;858;66
DIRES ANCASH;DIRESA;DIRES ANCASH;DICIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;769;67
RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;ENERO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;15;1
RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;FEBRERO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;10;1
RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;MARZO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;8;1
RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;ABRIL;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;7;1
RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;MAYO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;8;1
RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;JUNIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;0;1
RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;JULIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;0;1
RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;AGOSTO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;0;1
RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;SETIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;1;1
RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;OCTUBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;0;1
RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;NOVIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;3;1
RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;DICIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;7;1
H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;ENERO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;422;3
H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;FEBRERO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;420;3
H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;MARZO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;309;3
H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;ABRIL;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;135;3
H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;MAYO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;85;3
H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;JUNIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;165;3
H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;JULIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;169;3
H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;AGOSTO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;194;3
H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;SETIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;192;3
H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;OCTUBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;254;3
H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;NOVIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;251;3
H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;DICIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;224;3
RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;ENERO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;16;2
RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;FEBRERO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;30;2
RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;MARZO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;30;2
RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;ABRIL;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;12;2
RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;MAYO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;8;2
RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;JUNIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;8;2
RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;JULIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;23;2
RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;AGOSTO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;17;2
RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;SETIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;14;2
RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;OCTUBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;23;2
RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;NOVIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;13;2
RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;DICIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;16;2
RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;ENERO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;;
RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;FEBRERO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;;
RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;MARZO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;;
RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;ABRIL;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;;
RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;MAYO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;;
RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;JUNIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;;
RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;JULIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;;
RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;AGOSTO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;;
RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;SETIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;;
RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;OCTUBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;;
RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;NOVIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;;
RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;DICIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;;
RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;ENERO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;58;58
RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;FEBRERO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;61;61
RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;MARZO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;49;49
RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;ABRIL;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;51;51
RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;MAYO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;34;34
RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;JUNIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;47;47
RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;JULIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;49;49
RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;AGOSTO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;39;39
RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;SETIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;30;30
RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;OCTUBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;28;28
RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;NOVIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;38;38
RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;DICIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;35;35
RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;ENERO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;31;1
RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;FEBRERO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;12;1
RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;MARZO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;17;1
RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;ABRIL;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;0;0
RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;MAYO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;15;1
RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;JUNIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;16;1
RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;JULIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;10;1
RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;AGOSTO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;11;1
RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;SETIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;7;1
RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;OCTUBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;7;1
RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;NOVIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;;1
RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;DICIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;17;1
RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;ENERO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;21;1
RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;FEBRERO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;20;1
RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;MARZO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;15;1
RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;ABRIL;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;1;1
RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;MAYO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;;
RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;JUNIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;3;1
RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;JULIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;4;1
RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;AGOSTO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;2;1
RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;SETIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;2;1
RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;OCTUBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;;
RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;NOVIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;22;1
RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;DICIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;19;1
H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;ENERO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;402;4
H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;FEBRERO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;370;4
H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;MARZO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;262;4
H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;ABRIL;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;165;4
H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;MAYO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;151;4
H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;JUNIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;105;4
H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;JULIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;94;4
H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;AGOSTO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;99;4
H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;SETIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;194;4
H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;OCTUBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;199;4
H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;NOVIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;278;4
H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;DICIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;225;4
H REF LA CALETA;II-2;H REF LA CALETA;ENERO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;316;3
H REF LA CALETA;II-2;H REF LA CALETA;FEBRERO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;283;3
H REF LA CALETA;II-2;H REF LA CALETA;MARZO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;255;3
H REF LA CALETA;II-2;H REF LA CALETA;ABRIL;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;140;1
H REF LA CALETA;II-2;H REF LA CALETA;MAYO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;154;1
H REF LA CALETA;II-2;H REF LA CALETA;JUNIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;147;1
H REF LA CALETA;II-2;H REF LA CALETA;JULIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;160;1
H REF LA CALETA;II-2;H REF LA CALETA;AGOSTO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;167;1
H REF LA CALETA;II-2;H REF LA CALETA;SETIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;159;1
H REF LA CALETA;II-2;H REF LA CALETA;OCTUBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;195;1
H REF LA CALETA;II-2;H REF LA CALETA;NOVIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;196;1
H REF LA CALETA;II-2;H REF LA CALETA;DICIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;166;1
H.A. HUARI;II-2;H.A. HUARI;ENERO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;0;1
H.A. HUARI;II-2;H.A. HUARI;FEBRERO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;0;1
H.A. HUARI;II-2;H.A. HUARI;MARZO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;0;1
H.A. HUARI;II-2;H.A. HUARI;ABRIL;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;20;1
H.A. HUARI;II-2;H.A. HUARI;MAYO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;35;1
H.A. HUARI;II-2;H.A. HUARI;JUNIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;41;1
H.A. HUARI;II-2;H.A. HUARI;JULIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;35;1
H.A. HUARI;II-2;H.A. HUARI;AGOSTO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;31;1
H.A. HUARI;II-2;H.A. HUARI;SETIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;31;1
H.A. HUARI;II-2;H.A. HUARI;OCTUBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;43;1
H.A. HUARI;II-2;H.A. HUARI;NOVIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;37;1
H.A. HUARI;II-2;H.A. HUARI;DICIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;30;1
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;ENERO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;10;1
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;FEBRERO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;11;1
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;MARZO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;8;1
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;ABRIL;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;6;1
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;MAYO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;12;1
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;JUNIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;0;1
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;JULIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;0;0
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;AGOSTO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;4;1
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;SETIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;12;1
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;OCTUBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;11;1
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;NOVIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;7;1
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;DICIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;13;1
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;ENERO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;;
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;FEBRERO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;;
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;MARZO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;27;27
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;ABRIL;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;17;17
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;MAYO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;20;20
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;JUNIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;23;23
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;JULIO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;25;25
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;AGOSTO;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;28;28
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;SETIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;32;32
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;OCTUBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;19;19
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;NOVIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;13;13
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;DICIEMBRE;2020;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;17;17
DIRES ANCASH;DIRESA;DIRES ANCASH;ENERO;2021;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;676;51
DIRES ANCASH;DIRESA;DIRES ANCASH;FEBRERO;2021;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;742;52
DIRES ANCASH;DIRESA;DIRES ANCASH;MARZO;2021;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;824;51
DIRES ANCASH;DIRESA;DIRES ANCASH;ABRIL;2021;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;738;56
DIRES ANCASH;DIRESA;DIRES ANCASH;MAYO;2021;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;827;62
DIRES ANCASH;DIRESA;DIRES ANCASH;JUNIO;2021;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;825;52
DIRES ANCASH;DIRESA;DIRES ANCASH;JULIO;2021;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;970;57
DIRES ANCASH;DIRESA;DIRES ANCASH;AGOSTO;2021;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;1007;48
DIRES ANCASH;DIRESA;DIRES ANCASH;SETIEMBRE;2021;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;938;58
DIRES ANCASH;DIRESA;DIRES ANCASH;OCTUBRE;2021;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;1134;57
DIRES ANCASH;DIRESA;DIRES ANCASH;NOVIEMBRE;2021;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;1162;60
DIRES ANCASH;DIRESA;DIRES ANCASH;DICIEMBRE;2021;B. INDICADORES DE EFICIENCIA;12 Rendimiento de Sala de Operaciones;1121;61
